trustor,trustee,influence,jaccard similarity,topic popularity
1197515524395196416,1264107345560383489,0.010994,0.061367621274108705,0.3995122982177275
1197515524395196416,1337838599883124738,0.010994,0.42168674698795183,0.3995122982177275
1197515524395196416,1092279813916758016,0.010994,0.1721311475409836,0.3995122982177275
1197515524395196416,884827243553411072,8.3e-05,0.061367621274108705,0.3995122982177275
1197515524395196416,1321825345603956736,1.5e-05,0.061367621274108705,0.3995122982177275
1197515524395196416,1438451484207710216,1e-06,0.059322033898305086,0.3995122982177275
1493459348752056320,1264107345560383489,0.010994,0.061367621274108705,0.3995122982177275
1493459348752056320,1337838599883124738,0.010994,0.42168674698795183,0.4261069309096459
1493459348752056320,1092279813916758016,0.010994,0.1721311475409836,0.4261069309096459
1493459348752056320,884827243553411072,8.3e-05,0.061367621274108705,0.4261069309096459
1493459348752056320,1321825345603956736,1.5e-05,0.061367621274108705,0.3995122982177275
1493459348752056320,1438451484207710216,1e-06,0.059322033898305086,0.4261069309096459
1305865621880569856,1505290232924676100,0.010994,0.7553239691889443,0.07418528044141226
1305865621880569856,1466934203078123523,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,57858925,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1047855933613924352,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1054635435559870464,0.010994,0.8438133874239351,0.07418528044141226
1305865621880569856,373754737,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1397084380393132032,0.010994,0.9679113185530922,0.07418528044141226
1305865621880569856,1329558322744356864,0.010994,0.760492700729927,0.07418528044141226
1305865621880569856,875686030795431936,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,20947434,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1304466583,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1448284955612753921,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1498889417372565511,0.010994,0.8572900566718187,0.07418528044141226
1305865621880569856,1498091558930898945,0.010994,0.8572900566718187,0.07418528044141226
1305865621880569856,37898439,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,79426017,0.010994,0.952353616532721,0.07418528044141226
1305865621880569856,3353924902,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,2411870228,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1264107345560383489,0.010994,1.0,0.23684878932956988
1305865621880569856,90733366,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,781118593,0.010994,0.8572900566718187,0.07418528044141226
1305865621880569856,2932257260,0.010994,0.8438133874239351,0.07418528044141226
1305865621880569856,1495920649956732930,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1471568277193302016,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1337838599883124738,0.010994,0.10734463276836158,0.4261069309096459
1305865621880569856,1424861696930291712,0.010994,0.8572900566718187,0.07418528044141226
1305865621880569856,50788034,0.010994,0.8247524752475247,0.07418528044141226
1305865621880569856,1394431838689632256,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1492048440166993926,0.010994,0.8572900566718187,0.07418528044141226
1305865621880569856,283263828,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1320365814994841600,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1682333454,0.010994,0.8572900566718187,0.07418528044141226
1305865621880569856,283080534,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1866084140,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1092279813916758016,0.010994,0.17697768762677485,0.4261069309096459
1305865621880569856,48320685,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1036626388256575488,0.010994,0.9696084161309176,0.07418528044141226
1305865621880569856,1503598856042336256,0.001481,0.8572900566718187,0.07418528044141226
1305865621880569856,423840360,0.001162,0.8370221327967807,0.07418528044141226
1305865621880569856,1469343865719050247,0.000921,0.9606253618992473,0.07418528044141226
1305865621880569856,300388340,0.000616,0.9696084161309176,0.07418528044141226
1305865621880569856,89570289,0.00037,0.8438133874239351,0.07418528044141226
1305865621880569856,1503790721966526468,0.000307,0.9696084161309176,0.07418528044141226
1305865621880569856,14713115,0.000307,0.9696084161309176,0.07418528044141226
1305865621880569856,384618952,0.000279,0.8367654445002511,0.07418528044141226
1305865621880569856,93446238,0.000216,0.9696084161309176,0.07418528044141226
1305865621880569856,1110994978489188353,0.00017,0.8346693386773547,0.07418528044141226
1305865621880569856,35680069,0.000107,0.8438133874239351,0.07418528044141226
1305865621880569856,3308894989,0.000104,0.9347214406302757,0.07418528044141226
1305865621880569856,49125112,9e-05,0.8572900566718187,0.07418528044141226
1305865621880569856,458393075,8.8e-05,0.8300099700897308,0.07418528044141226
1305865621880569856,884827243553411072,8.3e-05,1.0,0.3087997140869013
1305865621880569856,776119874900811776,7.3e-05,0.9696084161309176,0.07418528044141226
1305865621880569856,1466241364404826114,6e-05,0.9696084161309176,0.07418528044141226
1305865621880569856,1696849597,5.9e-05,0.9696084161309176,0.07418528044141226
1305865621880569856,1476277644828319747,5.7e-05,0.8438133874239351,0.07418528044141226
1305865621880569856,124385322,5.4e-05,0.9352477477477478,0.07418528044141226
1305865621880569856,871451224440098820,4e-05,0.9696084161309176,0.07418528044141226
1305865621880569856,1239241040718004226,3.6e-05,0.8438133874239351,0.07418528044141226
1305865621880569856,1438661800468176897,3.6e-05,0.9696084161309176,0.07418528044141226
1305865621880569856,1315612807585427456,2.9e-05,0.9696084161309176,0.07418528044141226
1305865621880569856,240146792,2.7e-05,0.8572900566718187,0.07418528044141226
1305865621880569856,1428161100961439746,2.3e-05,0.8572900566718187,0.07418528044141226
1305865621880569856,1423730556454506502,2.3e-05,0.9696084161309176,0.07418528044141226
1305865621880569856,2429139452,2.2e-05,0.760492700729927,0.07418528044141226
1305865621880569856,38514854,2.1e-05,0.9679113185530922,0.07418528044141226
1305865621880569856,305422167,2.1e-05,0.8438133874239351,0.07418528044141226
1305865621880569856,157972147,2e-05,0.8370221327967807,0.07418528044141226
1305865621880569856,3246195561,1.9e-05,0.9696084161309176,0.07418528044141226
1305865621880569856,1321825345603956736,1.5e-05,1.0,0.23684878932956988
1305865621880569856,1492601916647682049,1.4e-05,0.9696084161309176,0.07418528044141226
1305865621880569856,1471166681229713409,1.4e-05,0.8572900566718187,0.07418528044141226
1305865621880569856,884622284660498435,1.1e-05,0.8438133874239351,0.07418528044141226
1305865621880569856,1126026707771650048,1.1e-05,0.9696084161309176,0.07418528044141226
1305865621880569856,1280504832210735106,9e-06,0.8438133874239351,0.07418528044141226
1305865621880569856,449381632,9e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,55396121,9e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,2473321435,9e-06,0.9352477477477478,0.07418528044141226
1305865621880569856,356728123,8e-06,0.760492700729927,0.07418528044141226
1305865621880569856,1263882136194551814,8e-06,0.8572900566718187,0.07418528044141226
1305865621880569856,91699164,8e-06,0.8438133874239351,0.07418528044141226
1305865621880569856,3719922863,7e-06,0.9352477477477478,0.07418528044141226
1305865621880569856,41026625,6e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1470939656715968512,5e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,258561628,5e-06,0.957852193995381,0.07418528044141226
1305865621880569856,16782082,5e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1379177895797481473,4e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,712580276,4e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,3018271286,4e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,182230187,4e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1352742885964328962,4e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,79143246,4e-06,0.9384180790960452,0.07418528044141226
1305865621880569856,2612807220,4e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1474343882150146057,3e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1359662033684156416,3e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,779175673264902144,3e-06,0.8296812749003984,0.07418528044141226
1305865621880569856,255171117,3e-06,0.8367654445002511,0.07418528044141226
1305865621880569856,1490368720312705026,3e-06,0.8247524752475247,0.07418528044141226
1305865621880569856,1452250783236464652,3e-06,0.8572900566718187,0.07418528044141226
1305865621880569856,1588917613,3e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,4890976666,3e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,2987740753,3e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,377030176,3e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1467679795936903169,2e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1341882817135853568,2e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,74708792,2e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,2911815271,2e-06,0.8438133874239351,0.07418528044141226
1305865621880569856,2598357146,2e-06,0.8438133874239351,0.07418528044141226
1305865621880569856,571224125,2e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1228029921231962112,2e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,17138582,2e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,31649027,2e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1476129439154991106,2e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1358992329516982273,2e-06,0.8572900566718187,0.07418528044141226
1305865621880569856,1503461403465760775,2e-06,0.8438133874239351,0.07418528044141226
1305865621880569856,3274811112,2e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1311814412974673920,2e-06,0.8438133874239351,0.07418528044141226
1305865621880569856,811389976902414336,2e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,14727549,2e-06,0.8438133874239351,0.07418528044141226
1305865621880569856,1259896866,2e-06,0.8572900566718187,0.07418528044141226
1305865621880569856,1663972316,2e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1451674853912764417,2e-06,0.7403462050599201,0.07418528044141226
1305865621880569856,1155585403,1e-06,0.8438133874239351,0.07418528044141226
1305865621880569856,1424367063343124487,1e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,570841936,1e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,40032409,1e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1321896390096756738,1e-06,0.8300099700897308,0.07418528044141226
1305865621880569856,18038760,1e-06,0.8572900566718187,0.07418528044141226
1305865621880569856,899456031142576128,1e-06,0.8572900566718187,0.07418528044141226
1305865621880569856,191100226,1e-06,0.8572900566718187,0.07418528044141226
1305865621880569856,953746654468993025,1e-06,0.8438133874239351,0.07418528044141226
1305865621880569856,917530020616208384,1e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1964110592,1e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1596607356,1e-06,0.8438133874239351,0.07418528044141226
1305865621880569856,1397933383104167940,1e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,1317958929880526848,1e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,227843834,1e-06,0.9352477477477478,0.07418528044141226
1305865621880569856,1436123042757890048,1e-06,0.8438133874239351,0.07418528044141226
1305865621880569856,1495961644949721091,1e-06,0.8438133874239351,0.07418528044141226
1305865621880569856,481074852,1e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,3427085955,1e-06,0.9696084161309176,0.07418528044141226
1305865621880569856,49909343,1e-06,0.9696084161309176,0.07418528044141226
